title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
2 Bedroom Serviced Apartment With Swimming Pool,12000000.0,2.0,2.0,3.0,Ikate Lekki,1,1,1,0,1,0,0,1,1,0,1,0,Apartment
2& 3 Bedroom Apartment,7000000.0,2.0,2.0,3.0,Osapa London Lekki,0,1,1,0,0,0,0,1,1,0,1,1,Apartment
2 Bedroom Apartment,2200000.0,2.0,2.0,3.0,Ajah,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
4 Bedroom Terraced Duplex,18000000.0,4.0,4.0,4.0,Ikate Lekki,1,1,1,0,0,1,1,1,1,0,1,0,Duplex
4 Bedroom Semi Detached Duplex With Bq,15000000.0,4.0,4.0,5.0,Ologolo Lekki,1,1,1,1,0,0,0,0,1,0,1,1,Duplex
New Built 3 Bedroom Terrace Duplex,7000000.0,3.0,3.0,4.0,Ikota Lekki,1,1,1,0,0,1,0,1,1,0,1,1,Duplex
Standard 1 Bedroom And Parlor Apartment Downstairs,4500000.0,1.0,1.0,2.0,Osapa London Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
4 Bedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Orchid Lekki,0,1,1,1,0,0,0,0,1,0,1,1,Duplex
Newly Built 2 Bedroom Terraced Duplex,15000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,1,0,0,1,0,1,1,0,1,1,Duplex
3 Bedroom Terrace Duplex,6500000.0,3.0,3.0,4.0,Ikota Lekki,1,1,1,1,0,0,0,1,1,0,1,1,Duplex
3 Bedroom Terrace Duplex,7000000.0,3.0,3.0,4.0,Ikota Lekki,0,1,1,1,0,1,0,1,1,0,1,0,Duplex
Spacious 4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Orchid Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,1,1,1,0,0,0,0,1,1,0,1,1,Apartment
3 Bedroom Terrace Duplex With Bq,7000000.0,3.0,3.0,4.0,Orchid Lekki,1,1,1,1,0,0,0,0,1,0,1,0,Duplex
Fully Furnished Standard 4 Bedroom Duplex,10000000.0,4.0,4.0,5.0,Chevron Lekki,0,1,1,0,0,0,1,0,1,0,1,0,Duplex
Newly Built 2 Bedroom Apartment,5500000.0,2.0,2.0,3.0,Igbo Efon Lekki,0,1,1,0,0,1,0,0,1,0,1,0,Apartment
Serviced 2 Bedroom Apartment,7000000.0,2.0,2.0,3.0,Osapa London Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Apartment
4 Bedroom Semi Detached Duplex,7000000.0,4.0,4.0,5.0,"Lekky County, Ikota Lekki",0,1,1,0,0,0,0,0,1,0,1,0,Duplex
Brand New 2 Bedroom Apartment,400000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,1,1,0,1,0,0,0,1,0,1,1,Apartment
Furnished 2 Bedroom Apartment,18000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,1,1,0,1,0,1,1,1,0,1,1,Apartment
2 Bedroom Flat,2500000.0,2.0,2.0,3.0,"Lekki Scheme 2, Lekki",0,1,1,0,0,0,0,1,1,0,1,0,Apartment
4 Bedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Orchid Lekki,0,1,1,1,0,0,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,1,0,0,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,1,0,0,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Furnished 4 Bedroom Duplex,30000000.0,4.0,4.0,5.0,Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
Newly Built 4 Bedroom Duplex Terrace Duplex,12000000.0,4.0,4.0,5.0,"Toll Gate, Conservation Center Chevron Lekki",0,0,1,1,0,1,0,0,1,0,1,1,Duplex
1 Bedroom Mini Flat,3800000.0,1.0,1.0,2.0,Ikota Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,5.0,Harris Drive Vgc Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Duplex
230 Sqm Open Space Office In Ikeja Gra,50000000.0,,,,Oduduwa Way Ikeja Gra Lagos Mainland Ikeja Gra Ikeja,0,0,0,0,0,1,0,0,0,0,0,0,Office
4 Bedroom Terrace Duplex,6500000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Duplex
Furnished Studio Apartment,10000000.0,1.0,1.0,1.0,Ikate Lekki,1,1,1,0,1,0,1,1,1,0,1,1,Apartment
2 Bedroom Terraced Duplex,5500000.0,2.0,2.0,3.0,Gra Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,0,Duplex
Luxury 2 Bedroom Maisonette,5000000.0,2.0,2.0,3.0,Gra Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Maisonette
2 Bedroom Maisonette,25000000.0,2.0,2.0,3.0,Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Maisonette
3 Bedroom Semi Detached Duplex,7000000.0,3.0,3.0,4.0,Ajah,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,Ologolo Lekki,0,1,1,0,0,0,1,1,1,0,1,0,Apartment
4 Bedroom Terrace Duplex,6000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
Orange Mall,73000000.0,,,,Katampe Main,0,0,0,0,0,0,0,0,0,0,0,0,Other
4 Bedroom Semi Detached Duplex With Bq,10000000.0,4.0,4.0,5.0,Harris Drive Vgc Lekki,0,1,1,1,0,0,0,1,1,0,1,0,Duplex
Newly Built 3 Bedroom Terrace Duplex With Bq,7500000.0,3.0,3.0,4.0,Abraham Adesanya Estate Ajah,0,1,1,1,0,1,0,1,1,0,1,1,Duplex
3 Bedroom Apartment,8500000.0,3.0,3.0,4.0,Osapa London Lekki,0,1,1,0,1,0,0,1,1,0,1,0,Apartment
4 Bedroom Semi Detached Duplex,75000000.0,4.0,4.0,5.0,Ikoyi,1,1,1,1,0,0,0,1,1,0,1,1,Duplex
4 Bedroom Terrace Duplex,10000000.0,4.0,4.0,5.0,Ikate Lekki,1,1,1,0,0,1,0,0,1,0,1,1,Duplex
2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Ologolo Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
4 Bedroom Terraced Duplex,18000000.0,4.0,4.0,5.0,Ikate Lekki,1,1,1,0,0,1,1,1,1,0,1,0,Duplex
Furnished 2 Bedroom Apartment,15000000.0,2.0,2.0,3.0,Ikate Lekki,1,1,1,0,1,0,1,1,1,0,1,0,Apartment
1 Bedroom Apartment,1500000.0,1.0,1.0,2.0,Ajah,0,1,1,0,0,0,0,0,1,0,1,0,Apartment
4 Bedroom Terraced Duplex,10000000.0,4.0,4.0,5.0,Harris Drive Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
2 Bedroom Apartment,6500000.0,2.0,2.0,3.0,Agungi Lekki,1,1,1,0,0,1,0,1,1,0,1,1,Apartment
"Prime Industrial Land Ijora Industrial Estate, Apapa",1500000000.0,,,,Ijora Apapa,0,0,0,0,0,0,0,0,0,0,0,0,Other
4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,1,0,0,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex,12000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex,10000000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,1,0,0,0,0,1,0,1,1,Duplex
4 Bedroom Terrace Duplex,7000000.0,4.0,4.0,5.0,Harris Drive Vgc Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Duplex
Newly Built 4 Bedroom Duplex Terrace Duplex,12000000.0,4.0,4.0,5.0,"Toll Gate, Conservation Center Chevron Lekki",0,0,1,1,0,1,0,0,1,0,1,1,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
1 Bedroom Mini Flat,3800000.0,1.0,1.0,2.0,Ikota Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
3 Bedroom Semi Detached Duplex,7000000.0,3.0,3.0,4.0,Ajah,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
4 Bedroom Terrace Duplex,6500000.0,4.0,4.0,5.0,Orchid Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Duplex
4 Bedroom Duplex,450000000.0,4.0,4.0,5.0,Napier Gardens Estates By Vgc Lekki Vgc Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Luxury 2 Bedroom Maisonette,5000000.0,2.0,2.0,3.0,Gra Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Maisonette
Furnished Studio Apartment,10000000.0,1.0,1.0,1.0,Ikate Lekki,1,1,1,0,1,0,1,1,1,0,1,1,Apartment
2 Bedroom Terraced Duplex,5500000.0,2.0,2.0,3.0,Gra Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,0,Duplex
2 Bedroom Maisonette,25000000.0,2.0,2.0,3.0,Ikoyi,0,0,0,0,0,0,0,0,0,0,0,0,Maisonette
3 Bedroom Apartment,8500000.0,3.0,3.0,4.0,Osapa London Lekki,0,1,1,0,1,0,0,1,1,0,1,0,Apartment
4 Bedroom Semi Detached Duplex With Bq,10000000.0,4.0,4.0,5.0,Harris Drive Vgc Lekki,0,1,1,1,0,0,0,1,1,0,1,0,Duplex
Newly Built 3 Bedroom Terrace Duplex With Bq,7500000.0,3.0,3.0,4.0,Abraham Adesanya Estate Ajah,0,1,1,1,0,1,0,1,1,0,1,1,Duplex
4 Bedroom Terrace Duplex,10000000.0,4.0,4.0,5.0,Ikate Lekki,1,1,1,0,0,1,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex,75000000.0,4.0,4.0,5.0,Ikoyi,1,1,1,1,0,0,0,1,1,0,1,1,Duplex
4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
4 Bedroom Terrace Duplex,6000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
3 Bedroom Apartment,20000000.0,3.0,3.0,4.0,Oniru Victoria Island,1,1,1,0,0,0,0,0,1,0,1,1,Apartment
2 Bedroom Terraced Duplex,5500000.0,2.0,2.0,3.0,Gra Ikota Lekki,0,0,1,0,0,0,0,1,1,0,1,0,Duplex
1 Bedroom Mini Flat,3800000.0,1.0,1.0,2.0,Ikota Lekki,0,0,0,0,0,0,0,0,1,0,0,1,Apartment
4 Bedroom Semi Detached Duplex,75000000.0,4.0,4.0,5.0,Ikoyi,1,1,1,1,0,0,0,1,1,0,1,1,Duplex
Newly Built 3 Bedroom Terrace Duplex With Bq,7500000.0,3.0,3.0,4.0,Abraham Adesanya Estate Ajah,0,1,1,1,0,1,0,1,1,0,1,1,Duplex
4 Bedroom Terrace Duplex,10000000.0,4.0,4.0,5.0,Ikate Lekki,1,1,1,0,0,1,0,0,1,0,1,1,Duplex
4 Bedroom Semi Detached Duplex With Bq,10000000.0,4.0,4.0,5.0,Harris Drive Vgc Lekki,0,1,1,1,0,0,0,1,1,0,1,0,Duplex
4 Bedroom Terrace Duplex,8000000.0,4.0,4.0,5.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Duplex
4 Bedroom Terrace Duplex,6000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
Newly Built 2 Bedroom Flat,120000000.0,3.0,3.0,4.0,Behind Capital Hub Mabushi,0,0,1,0,0,1,0,0,1,0,1,0,Apartment
3 Bedroom Apartment,8000000.0,3.0,3.0,4.0,Admiralty Road Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
Furnished 2 Bedroom Apartment,18000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,1,1,1,0,1,0,1,1,1,0,1,1,Apartment
Newly Built 4 Bedroom Townhouse,70000000.0,4.0,4.0,4.0,Ikoyi,1,1,1,1,1,1,1,1,1,0,1,1,Townhouse
Furnished Semi Master Bedroom In A Shared Apartment,2500000.0,1.0,1.0,1.0,Orchid Lekki,1,1,1,0,0,0,1,0,1,0,1,1,Semi-Detached
1 Bedroom Mini Flat,4000000.0,1.0,1.0,2.0,Orchid Lekki,1,1,1,0,0,0,0,0,1,0,1,1,Apartment
4 Bedroom Semi Detached Dulex,15000000.0,4.0,4.0,5.0,Osapa London Lekki,1,1,1,1,0,0,1,1,1,0,1,0,Semi-Detached
Shared Apartment,1800000.0,1.0,1.0,1.0,Orchid Lekki,1,1,1,0,0,0,1,1,1,0,1,1,Apartment
Furnished 1 Bedroom Apartment,12000000.0,1.0,1.0,2.0,Shoreline Ikoyi,1,1,1,0,0,0,1,1,1,0,1,0,Apartment
3 Bedroom Flat,7500000.0,3.0,3.0,4.0,Orchid Lekki,0,1,1,0,0,1,0,0,1,0,1,1,Apartment
3 Bedroom Apartment,6000000.0,3.0,3.0,4.0,Osapa London Lekki,0,1,1,0,0,0,0,1,1,0,1,1,Apartment
Serviced 2 Bedroom Apartment,4000000.0,2.0,2.0,3.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
Fully Serviced 3 Bedroom Luxury Apartment,35000000.0,3.0,3.0,4.0,Old Ikoyi Ikoyi,1,1,1,1,1,0,0,1,0,0,0,0,Apartment
Newly Built 3 Bedroom Apartment,9000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
2 Bedroom Apartment,6000000.0,2.0,2.0,3.0,Ologolo Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
2 Bedroom Apartment,10000000.0,2.0,2.0,3.0,Ikate Lekki,1,1,1,1,0,0,0,1,1,0,1,1,Apartment
4 Bedroom Duplex,8000000.0,4.0,4.0,5.0,Vgc Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Duplex
4 Bedroom Terraced Duplex,7000000.0,4.0,4.0,5.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,1,Duplex
Furnished 1 Bedroom And Parlor Apartment,5000000.0,1.0,1.0,2.0,Osapa London Lekki,0,1,1,0,0,0,1,0,1,0,1,1,Apartment
Newly Built 4 Bedroom Semi Detached Duplex,11000000.0,4.0,4.0,5.0,Ikota Lekki,1,1,1,0,0,1,0,0,1,0,1,1,Duplex
1 Bedroom Apartment,5000000.0,1.0,1.0,2.0,Lekki Phase 1 Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Apartment
Fully Serviced 4 Bedroom Terrace,10000000.0,4.0,4.0,4.0,Osapa London Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Terrace
Sweet And Beautiful Fully Furnished Shared Apartment,2200000.0,1.0,1.0,1.0,Mobil Road Ikota Lekki,0,0,1,0,0,0,1,0,1,0,1,1,Apartment
Fully Furnished 4 Bedroom Semi Detached Duplex,14000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,1,0,0,0,0,0,Duplex
Unfinished 2 Bedroom Apartment,13000000.0,2.0,2.0,3.0,Off Freedom Way Lekki Phase 1 Lekki,1,1,1,0,1,0,1,1,1,0,1,0,Apartment
2 Bedroom Serviced Apartment,9500000.0,2.0,2.0,3.0,Ilasan Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Serviced Shared Apartment,260000.0,3.0,3.0,3.0,Ado Road Ajah,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
2 Bedroom Flat,5500000.0,2.0,2.0,3.0,Osapa London Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Apartment
5 Bedroom Detached Duplex,40000000.0,5.0,5.0,6.0,Cowrie Creek Estate Ikate Lekki,0,0,1,1,0,1,0,0,1,0,1,1,Duplex
Luxurious Standard Studio Apartment,2800000.0,1.0,1.0,1.0,Orchid Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
3 Terrace Duplex,6000000.0,3.0,3.0,4.0,Sangotedo Ajah,0,0,1,0,0,1,0,1,1,0,1,1,Duplex
3 Bedroom Apartment,8500000.0,3.0,3.0,3.0,Dpkay Orchid Lekki,1,1,1,0,0,0,0,0,1,0,1,0,Apartment
3 Bedroom Apartment,8000000.0,3.0,3.0,4.0,Admiralty Road Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Mobil Road Ajah,1,1,1,0,0,0,0,1,1,0,1,0,Apartment
5 Bedroom Duplex With Bq,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,0,0,0,0,0,Duplex
2 Bedroom Serviced Apartment,9500000.0,2.0,2.0,3.0,Ilasan Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Unfinished 2 Bedroom Apartment,13000000.0,2.0,2.0,3.0,Off Freedom Way Lekki Phase 1 Lekki,1,1,1,0,1,0,1,1,1,0,1,0,Apartment
Newly Built 4 Bedroom Semi Detached Duplex,11000000.0,4.0,4.0,5.0,Ikota Lekki,1,1,1,0,0,1,0,0,1,0,1,1,Duplex
Serviced Shared Apartment,260000.0,3.0,3.0,3.0,Ado Road Ajah,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
Fully Furnished 4 Bedroom Semi Detached Duplex,14000000.0,4.0,4.0,5.0,Ikota Lekki,0,0,0,1,0,0,1,0,0,0,0,0,Duplex
1 Bedroom Apartment,5000000.0,1.0,1.0,2.0,Lekki Phase 1 Lekki,1,1,1,0,0,0,0,1,1,0,1,1,Apartment
Fully Serviced 4 Bedroom Terrace,10000000.0,4.0,4.0,4.0,Osapa London Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Terrace
3 Bedroom Apartment,6000000.0,3.0,3.0,4.0,Osapa London Lekki,0,1,1,0,0,0,0,1,1,0,1,1,Apartment
3 Bedroom Flat,7500000.0,3.0,3.0,4.0,Orchid Lekki,0,1,1,0,0,1,0,0,1,0,1,1,Apartment
5 Bedroom Duplex With Bq,35000000.0,5.0,5.0,6.0,Lekki Phase 1 Lekki,1,0,1,1,0,1,0,0,0,0,0,0,Duplex
Newly Built 3 Bedroom Apartment,9000000.0,3.0,3.0,4.0,Ikate Lekki,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Serviced 2 Bedroom Apartment,4000000.0,2.0,2.0,3.0,Ikota Lekki,0,1,1,0,0,0,0,1,1,0,1,0,Apartment
Exquisite Furnished 5bedroom Semi Detached House +bq,20000000.0,5.0,5.0,6.0,"Off Gbangbala/Kusena Road, Ikate Elegushi, Lekki Ikate Lekki",0,0,1,1,0,0,1,1,1,0,1,1,Semi-Detached
320sqm Massive Newly Shop Or Office Space 1st Floor,30000000.0,,,1.0,"Not Far From Ajah Under Bridge, Close To Lbs Olokonla Ajah",0,0,1,0,0,1,0,0,1,0,1,1,Office
Luxury 6 Bedroom Detached Duplex With Bq,80000000.0,6.0,6.0,7.0,Close To Oniru Victoria Island,0,0,0,1,0,0,0,0,0,0,0,1,Duplex
Brand New 4bed Fully Detached Dumplex + 2 Bq,15000000.0,5.0,5.0,6.0,"Not Inside Vgc, Beside Vgc, Off Harris Drive, Creek Heaven Estate Vgc Lekki",0,0,1,1,0,1,0,1,1,0,1,1,Detached
Studio Apartment,4000000.0,1.0,1.0,1.0,"Not Far From Osapa Shoprite, Ologolo Lekki",0,0,1,0,0,0,0,1,1,0,1,1,Apartment
"Newly Built Double Shop, For Pharmacy,restaurants Etc.",3000000.0,,,1.0,"In An Estate Close To Lbs, Before Olokonla, In Busy Environments Olokonla Ajah",0,0,1,0,0,1,0,0,1,0,1,1,Other
Fully Service 3bed With 24hrs Electricity @ Lekki,7000000.0,3.0,3.0,4.0,*A Lovely Fully Service 3Bed With 24Hrs Electricity @ Lekki* Alpha Beach Road Lekki,0,0,1,1,0,0,0,1,1,0,1,1,Other
A Lovely Service Fully Furnished 2bedroom Apartment +bq,21000000.0,2.0,2.0,3.0,"Close To Ikaate, Oniru, Vi & Ikoyi Lekki Phase 1 Lekki",0,0,1,1,0,0,1,1,1,0,1,1,Apartment
Newly Built Exquisite 4bed Semi Detached Dumplex +bq,10000000.0,4.0,4.0,5.0,"By Vgc, Off Harris Drive,Lekki Ikota Lekki",0,0,1,1,0,1,0,1,1,0,1,1,Semi-Detached
Newly Built 4 Bedroom Terraced Duplex,20000000.0,4.0,4.0,5.0,Ikate Lekki,0,0,1,0,0,1,0,0,1,0,1,1,Duplex
Newly Built Exquisite 4bed Semi Detached Dumplex +bq,10000000.0,4.0,4.0,5.0,"By Vgc, Off Harris Drive,Lekki Ikota Lekki",0,0,1,1,0,1,0,1,1,0,1,1,Semi-Detached
Newly Built 5bed Fully Detached House +bq @ Lekki,60000000.0,5.0,5.0,6.0,"Behind Admiralty Road, Lekki Phase 1 Lekki Phase 1 Lekki",0,0,0,1,0,1,0,0,1,0,1,1,Detached
120sqm Newly Back Shop Or Office Space Ground Floor,12000000.0,,,1.0,Not Far Too From Ajah Under Bridge Olokonla Ajah,0,0,1,0,0,1,0,0,1,0,1,1,Office
Premium Fully Furnished 4bed Terrace Dumplex @ Ikoyi,60000000.0,4.0,4.0,5.0,"Close To Banana Island, Awolowo Road, Close To Victoria Island, Lekki Phase 1 & Ikate Also Old Ikoyi Ikoyi",1,1,1,1,0,0,1,1,1,0,1,1,Terrace
6bedroom Detached Duplex + 2bed Bq Bungalow,70000000.0,6.0,6.0,7.0,Osborne Foreshore Estate 1 Osborne Foreshore Estate Ikoyi,0,0,1,0,0,0,0,0,1,0,1,1,Duplex
120sqm Newly Front Shop Or Office Space 1st Floor,15000000.0,,,1.0,"Not Far From Ajah Under Bridge, Close To Lbs Olokonla Ajah",0,0,1,0,0,1,0,0,1,0,1,1,Office
Luxury 6 Bedroom Detached Duplex With Bq,80000000.0,6.0,6.0,7.0,Not Far From Oniru Victoria Island,0,0,1,1,0,0,0,0,1,0,1,1,Duplex
160sqm Massive Newly Shop Or Office Space 1st Floor,15000000.0,,,1.0,"Not Far From Ajah Under Bridge, Close To Lbs Olokonla Ajah",0,1,1,0,0,1,0,0,1,0,1,1,Office
Unfurnished 3 Bedroom Apartment +bq,25000000.0,3.0,3.0,4.0,Close To Admiralty Way Lekki Phase 1 Lekki,0,0,1,1,0,0,1,1,1,0,1,1,Apartment
Luxury 2 Bedroom Apartment With Elevator,220000000.0,2.0,2.0,3.0,"Spar Road, Ikate Lekki",1,0,1,0,0,1,0,1,1,0,1,0,Apartment
A Lovely Fully Furnished 3bedroom Apartment +bq @ V I,45000000.0,3.0,3.0,4.0,"Close To Oniru, Lekki Phase 1, Ikoyi & Ikate Victoria Island",0,0,1,1,0,0,1,1,1,0,1,1,Apartment
Brand New 3bed Apartment In A Serene Environment,4000000.0,3.0,2.0,3.0,"Joseph Avenue, Back Of Sangotedo Market Sangotedo Ajah",0,0,1,0,0,1,0,1,1,0,1,1,Apartment
Exquisite 5bed Fully Furnished Terrace Duplex +bq,35000000.0,5.0,5.0,6.0,"Off Palace Road, Close To Lekki Phase 1 & Ikoyi Victoria Island",1,0,1,1,0,0,1,1,1,0,1,1,Duplex
A Neatly 2bed Upstairs For Rent In Serene Estate,4200000.0,2.0,2.0,3.0,"Hope Estate, Opposite Aptech, Before Sangotedo Market Sangotedo Ajah",0,0,1,0,0,0,0,1,1,0,1,1,Other
A Newly Built 2bedroom Apartment Available For Rent,3500000.0,2.0,2.0,3.0,"After Blenco Supermarket, Before Sangotedo Market In Serene Environment Sangotedo Ajah",0,0,1,0,0,1,0,1,1,0,1,1,Apartment
"404sqm,200sqm & 168sqm For Office Space,$300 Per Sqm",300.0,,,,"Close To Oniru, Lekki Phase 1, Ikate & Ikoyi Victoria Island",0,0,1,0,0,0,0,1,1,0,1,1,Office
120sqm Newly Back Shop Or Office Space 1st Floor,12000000.0,,,1.0,"Not Too Far From Ajah Under Bridge, Close To Lbs Olokonla Ajah",0,0,1,0,0,1,0,0,1,0,1,1,Office
Fully Furnished 4bed Semi Detached Dumplex +bq Etc.,10000000.0,4.0,4.0,5.0,"Atlantic Nominee, Beside Peperoni,, After Total Filling Station Abraham Adesanya. Ajah",1,0,0,1,0,0,1,0,1,0,0,1,Semi-Detached
A Lovely Fully Un Furnished 3bedroom Apartment +bq,40000000.0,3.0,3.0,4.0,"Close To Oniru, Lekki Phase 1, Ikoyi & Ikate Victoria Island",0,0,1,1,0,0,1,1,1,0,1,1,Apartment
"Furnished 3bed Flat In Banana Island,+gym,pool,lounge",60000000.0,3.0,3.0,4.0,"19 Minutes To Airport, Close To Lekki Phase 1,Vi, Oniru, Ikate Etc. Banana Island Ikoyi",1,1,1,0,0,0,1,1,1,0,1,1,Apartment
5bed Newly Renovated Service Dumplex +bq For 55m/45m,55000000.0,5.0,5.0,6.0,"Parkview Estate, Close To Banana Island Estate, Not Far From Falomo Bridge Parkview Estate Ikoyi",0,0,1,1,0,1,0,1,1,0,1,1,Other
"Prime Industrial Land Ijora Industrial Estate, Apapa",1500000000.0,,,,Ijora Apapa,0,0,0,0,0,0,0,0,0,0,0,0,Other
A Lovely Fully Un Furnished 3bedroom Apartment +bq,40000000.0,3.0,3.0,4.0,"Close To Oniru, Lekki Phase 1, Ikoyi & Ikate Victoria Island",0,0,1,1,0,0,1,1,1,0,1,1,Apartment
"Furnished 3bed Flat In Banana Island,+gym,pool,lounge",60000000.0,3.0,3.0,4.0,"19 Minutes To Airport, Close To Lekki Phase 1,Vi, Oniru, Ikate Etc. Banana Island Ikoyi",1,1,1,0,0,0,1,1,1,0,1,1,Apartment
5bed Newly Renovated Service Dumplex +bq For 55m/45m,55000000.0,5.0,5.0,6.0,"Parkview Estate, Close To Banana Island Estate, Not Far From Falomo Bridge Parkview Estate Ikoyi",0,0,1,1,0,1,0,1,1,0,1,1,Other
Standard And Spacious 2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Bajulaye Compound Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Standard Nice Relatively New And Very Decent *miniflat,1800000.0,1.0,1.0,2.0,Off Abiodun Street Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Roomself Contain,1000000.0,,,,Off Morocco Road Shomolu,0,0,0,0,0,1,0,1,0,0,0,0,Other
"Newly Built Executive Spacious 2 Bedroom Duplex,self",7000000.0,2.0,2.0,3.0,Off Diya Road Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Duplex
"Executive,decent,standard N Nice Portable Miniflat",1500000.0,1.0,1.0,2.0,Off Market Street Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
